collection,pathway,target_nes,target_fdr_q,prediction_nes,prediction_fdr_q,reference_nes,reference_fdr_q,target_fdr_class
reactome,Gap-filling DNA Repair Synthesis And Ligation In TC-NER R-HSA-6782210,-0.981901921427176,0.7179480334012603,-0.8238020639590344,0.9169406771065356,-1.0731716128676168,0.6585601554487971,q > 0.25
reactome,Biological Oxidations R-HSA-211859,0.981333971273744,1.0,1.0013458403384714,1.0,1.4007164508544137,0.3657826887426182,q > 0.25
reactome,Mitotic Spindle Checkpoint R-HSA-69618,-0.9811529499630666,0.7187060819047073,0.9592520596042242,1.0,-1.2080390287861555,0.5569930865116935,q > 0.25
reactome,RNA Polymerase II Transcribes snRNA Genes R-HSA-6807505,-0.980617840309796,0.7188577315305389,-1.0436864126238228,0.7678404779314439,-1.392500622895782,0.3717996726887778,q > 0.25
reactome,"Adrenaline,noradrenaline Inhibits Insulin Secretion R-HSA-400042",0.980561712987718,1.0,1.023890250164311,1.0,-1.068517451965581,0.6654914590424443,q > 0.25
reactome,Downregulation Of ERBB2 Signaling R-HSA-8863795,-0.9805089624034552,0.7178902292015631,-0.8793479227431621,0.8740984567999187,-0.861186387146629,0.8584262160085654,q > 0.25
reactome,Degradation Of GLI2 By Proteasome R-HSA-5610783,-0.9802643280401612,0.7172624082563487,-0.8522207532013273,0.8908026049670296,-1.0663355214736625,0.6701768373015463,q > 0.25
reactome,Interleukin-6 Family Signaling R-HSA-6783589,0.9792291989485964,1.0,0.982888092045833,1.0,1.478296820228557,0.2473896096892028,q > 0.25
reactome,Negative Regulation Of PI3K/AKT Network R-HSA-199418,-0.97916710025383,0.7189586359241588,-1.0342136199506786,0.7810531374353737,-1.2035705014179192,0.566465947116379,q > 0.25
reactome,WNT Ligand Biogenesis And Trafficking R-HSA-3238698,-0.979160199201824,0.7177364259281838,-0.8420012762169599,0.899429507273957,-0.8656720688552522,0.8545278717174354,q > 0.25
